UNITID,INSTNM,INST_DISPLAYNM,CIPCODE,CIPDESC,CREDDESC,IPEDSCOUNT1,IPEDSCOUNT2,AWARDSTOTAL
243665,University of the Virgin Islands,,2613,"Ecology, Evolution, Systematics, and Population Biology.",Bachelor's Degree,8,6,14
243665,University of the Virgin Islands,,901,Communication and Media Studies.,Bachelor's Degree,6,6,12
243665,University of the Virgin Islands,,1107,Computer Science.,Bachelor's Degree,5,6,11
243665,University of the Virgin Islands,,2703,Applied Mathematics.,Bachelor's Degree,6,4,10
243665,University of the Virgin Islands,,5214,Marketing.,Bachelor's Degree,3,4,7
243665,University of the Virgin Islands,,2701,Mathematics.,Bachelor's Degree,4,1,5
243665,University of the Virgin Islands,,4008,Physics.,Bachelor's Degree,4,1,5
243665,University of the Virgin Islands,,4005,Chemistry.,Bachelor's Degree,2,2,4
243665,University of the Virgin Islands,,4501,"Social Sciences, General.",Bachelor's Degree,4,0,4
243665,University of the Virgin Islands,,2301,"English Language and Literature, General.",Bachelor's Degree,2,1,3
243665,University of the Virgin Islands,,4407,Social Work.,Bachelor's Degree,2,0,2
243665,University of the Virgin Islands,,5009,Music.,Bachelor's Degree,1,1,2
243665,University of the Virgin Islands,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,9,10,19
234155,Virginia State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,72,68,140
234155,Virginia State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,52,51,103
234155,Virginia State University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,54,41,95
234155,Virginia State University,,901,Communication and Media Studies.,Bachelor's Degree,40,49,89
234155,Virginia State University,,2601,"Biology, General.",Bachelor's Degree,26,29,55
234155,Virginia State University,,4511,Sociology.,Bachelor's Degree,31,15,46
234155,Virginia State University,,5214,Marketing.,Bachelor's Degree,23,22,45
234155,Virginia State University,,4407,Social Work.,Bachelor's Degree,24,20,44
234155,Virginia State University,,4510,Political Science and Government.,Bachelor's Degree,20,24,44
234155,Virginia State University,,1107,Computer Science.,Bachelor's Degree,14,27,41
234155,Virginia State University,,1508,Mechanical Engineering Related Technologies/Technicians.,Bachelor's Degree,16,20,36
234155,Virginia State University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,18,14,32
234155,Virginia State University,,3099,"Multi/Interdisciplinary Studies, Other.",Bachelor's Degree,15,17,32
234155,Virginia State University,,5203,Accounting and Related Services.,Bachelor's Degree,12,18,30
234155,Virginia State University,,100,"Agriculture, General.",Bachelor's Degree,15,14,29
234155,Virginia State University,,5212,Management Information Systems and Services.,Bachelor's Degree,16,12,28
234155,Virginia State University,,1506,Industrial Production Technologies/Technicians.,Bachelor's Degree,11,12,23
234155,Virginia State University,,5209,Hospitality Administration/Management.,Bachelor's Degree,10,12,22
234155,Virginia State University,,5001,"Visual and Performing Arts, General.",Bachelor's Degree,13,8,21
234155,Virginia State University,,2701,Mathematics.,Bachelor's Degree,6,14,20
234155,Virginia State University,,1409,Computer Engineering.,Bachelor's Degree,9,10,19
234155,Virginia State University,,1904,Family and Consumer Economics and Related Studies.,Bachelor's Degree,10,7,17
234155,Virginia State University,,5401,History.,Bachelor's Degree,6,9,15
234155,Virginia State University,,1503,Electrical/Electronic Engineering Technologies/Technicians.,Bachelor's Degree,8,5,13
234155,Virginia State University,,2301,"English Language and Literature, General.",Bachelor's Degree,6,7,13
234155,Virginia State University,,4005,Chemistry.,Bachelor's Degree,7,2,9
234155,Virginia State University,,1436,Manufacturing Engineering.,Bachelor's Degree,4,4,8
234155,Virginia State University,,5009,Music.,Bachelor's Degree,3,3,6
234155,Virginia State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,1,5,6
234155,Virginia State University,,5206,Business/Managerial Economics.,Bachelor's Degree,2,3,5
234155,Virginia State University,,1310,Special Education and Teaching.,Bachelor's Degree,NA,1,1
234155,Virginia State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,NA,1,1
234155,Virginia State University,,4504,Criminology.,Bachelor's Degree,23,12,35
234164,Virginia Union University,,2601,"Biology, General.",Bachelor's Degree,18,12,30
234164,Virginia Union University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,20,4,24
234164,Virginia Union University,,4407,Social Work.,Bachelor's Degree,16,8,24
234164,Virginia Union University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,12,12,24
234164,Virginia Union University,,4201,"Psychology, General.",Bachelor's Degree,12,11,23
234164,Virginia Union University,,901,Communication and Media Studies.,Bachelor's Degree,11,10,21
234164,Virginia Union University,,5218,"General Sales, Merchandising and Related Marketing Operations.",Bachelor's Degree,6,7,13
234164,Virginia Union University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,3,6,9
234164,Virginia Union University,,5203,Accounting and Related Services.,Bachelor's Degree,6,3,9
234164,Virginia Union University,,2902,"Intelligence, Command Control and Information Operations.",Bachelor's Degree,NA,8,8
234164,Virginia Union University,,4008,Physics.,Bachelor's Degree,1,7,8
234164,Virginia Union University,,5007,Fine and Studio Arts.,Bachelor's Degree,3,5,8
234164,Virginia Union University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,2,5,7
234164,Virginia Union University,,5401,History.,Bachelor's Degree,5,2,7
234164,Virginia Union University,,5009,Music.,Bachelor's Degree,3,3,6
234164,Virginia Union University,,2701,Mathematics.,Bachelor's Degree,3,2,5
234164,Virginia Union University,,4005,Chemistry.,Bachelor's Degree,3,1,4
234164,Virginia Union University,,5199,"Health Professions and Related Clinical Sciences, Other.",Bachelor's Degree,1,3,4
234164,Virginia Union University,,2301,"English Language and Literature, General.",Bachelor's Degree,1,2,3
234164,Virginia Union University,,4510,Political Science and Government.,Bachelor's Degree,2,1,3
234164,Virginia Union University,,5208,Finance and Financial Management Services.,Bachelor's Degree,0,3,3
234164,Virginia Union University,,1310,Special Education and Teaching.,Bachelor's Degree,1,1,2
234164,Virginia Union University,,3099,"Multi/Interdisciplinary Studies, Other.",Bachelor's Degree,2,NA,2
234164,Virginia Union University,,5201,"Business/Commerce, General.",Bachelor's Degree,4,4,8
234137,Virginia University of Lynchburg,,4511,Sociology.,Bachelor's Degree,3,1,4
234137,Virginia University of Lynchburg,,3802,Religion/Religious Studies.,Bachelor's Degree,2,1,3
234137,Virginia University of Lynchburg,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,38,42,80
218919,Voorhees University,,2601,"Biology, General.",Bachelor's Degree,9,12,21
218919,Voorhees University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,14,5,19
218919,Voorhees University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,8,11,19
218919,Voorhees University,,4201,"Psychology, General.",Bachelor's Degree,11,6,17
218919,Voorhees University,,3000,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,8,6,14
218919,Voorhees University,,1907,"Human Development, Family Studies, and Related Services.",Bachelor's Degree,11,1,12
218919,Voorhees University,,1101,"Computer and Information Sciences, General.",Bachelor's Degree,5,5,10
218919,Voorhees University,,5122,Public Health.,Bachelor's Degree,0,6,6
218919,Voorhees University,,4511,Sociology.,Bachelor's Degree,4,1,5
218919,Voorhees University,,901,Communication and Media Studies.,Bachelor's Degree,2,2,4
218919,Voorhees University,,3906,Theological and Ministerial Studies.,Bachelor's Degree,1,3,4
218919,Voorhees University,,5203,Accounting and Related Services.,Bachelor's Degree,3,0,3
218919,Voorhees University,,4303,Homeland Security.,Bachelor's Degree,1,0,1
218919,Voorhees University,,4510,Political Science and Government.,Bachelor's Degree,21,20,41
237899,West Virginia State University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,53,34,87
237899,West Virginia State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,36,25,61
237899,West Virginia State University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,35,25,60
237899,West Virginia State University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,25,21,46
237899,West Virginia State University,,4201,"Psychology, General.",Bachelor's Degree,24,11,35
237899,West Virginia State University,,4407,Social Work.,Bachelor's Degree,18,13,31
237899,West Virginia State University,,901,Communication and Media Studies.,Bachelor's Degree,15,7,22
237899,West Virginia State University,,2601,"Biology, General.",Bachelor's Degree,9,13,22
237899,West Virginia State University,,5199,"Health Professions and Related Clinical Sciences, Other.",Bachelor's Degree,8,9,17
237899,West Virginia State University,,4506,Economics.,Bachelor's Degree,10,5,15
237899,West Virginia State University,,2301,"English Language and Literature, General.",Bachelor's Degree,8,6,14
237899,West Virginia State University,,1107,Computer Science.,Bachelor's Degree,8,3,11
237899,West Virginia State University,,4510,Political Science and Government.,Bachelor's Degree,3,5,8
237899,West Virginia State University,,5401,History.,Bachelor's Degree,3,5,8
237899,West Virginia State University,,5009,Music.,Bachelor's Degree,5,2,7
237899,West Virginia State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,0,7,7
237899,West Virginia State University,,5007,Fine and Studio Arts.,Bachelor's Degree,2,4,6
237899,West Virginia State University,,4005,Chemistry.,Bachelor's Degree,1,4,5
237899,West Virginia State University,,2701,Mathematics.,Bachelor's Degree,3,1,4
237899,West Virginia State University,,4511,Sociology.,Bachelor's Degree,1,3,4
237899,West Virginia State University,,3020,International/Globalization Studies.,Bachelor's Degree,2,1,3
237899,West Virginia State University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,223,186,409
206491,Wilberforce University,,4407,Social Work.,Bachelor's Degree,14,1,15
206491,Wilberforce University,,4510,Political Science and Government.,Bachelor's Degree,8,5,13
206491,Wilberforce University,,5122,Public Health.,Bachelor's Degree,3,9,12
206491,Wilberforce University,,901,Communication and Media Studies.,Bachelor's Degree,4,7,11
206491,Wilberforce University,,2601,"Biology, General.",Bachelor's Degree,6,2,8
206491,Wilberforce University,,4201,"Psychology, General.",Bachelor's Degree,4,4,8
206491,Wilberforce University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,2,4,6
206491,Wilberforce University,,5203,Accounting and Related Services.,Bachelor's Degree,4,1,5
206491,Wilberforce University,,5214,Marketing.,Bachelor's Degree,3,2,5
206491,Wilberforce University,,5123,Rehabilitation and Therapeutic Professions.,Bachelor's Degree,2,1,3
206491,Wilberforce University,,4511,Sociology.,Bachelor's Degree,1,1,2
206491,Wilberforce University,,5212,Management Information Systems and Services.,Bachelor's Degree,NA,2,2
206491,Wilberforce University,,1410,"Electrical, Electronics, and Communications Engineering.",Bachelor's Degree,1,0,1
206491,Wilberforce University,,2301,"English Language and Literature, General.",Bachelor's Degree,1,NA,1
206491,Wilberforce University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,38,31,69
229887,Wiley University,,3000,"Multi-/Interdisciplinary Studies, General.",Bachelor's Degree,27,28,55
229887,Wiley University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,24,12,36
229887,Wiley University,,2601,"Biology, General.",Bachelor's Degree,7,9,16
229887,Wiley University,,4511,Sociology.,Bachelor's Degree,4,7,11
229887,Wiley University,,901,Communication and Media Studies.,Bachelor's Degree,1,5,6
229887,Wiley University,,5203,Accounting and Related Services.,Bachelor's Degree,2,0,2
229887,Wiley University,,5212,Management Information Systems and Services.,Bachelor's Degree,1,1,2
229887,Wiley University,,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",Bachelor's Degree,1,0,1
229887,Wiley University,,1313,"Teacher Education and Professional Development, Specific Subject Areas.",Bachelor's Degree,1,0,1
229887,Wiley University,,2703,Applied Mathematics.,Bachelor's Degree,0,1,1
229887,Wiley University,,3802,Religion/Religious Studies.,Bachelor's Degree,1,0,1
229887,Wiley University,,5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",Bachelor's Degree,134,138,272
199999,Winston-Salem State University,,5107,Health and Medical Administrative Services.,Bachelor's Degree,81,82,163
199999,Winston-Salem State University,,3105,"Sports, Kinesiology, and Physical Education/Fitness.",Bachelor's Degree,79,76,155
199999,Winston-Salem State University,,5202,"Business Administration, Management and Operations.",Bachelor's Degree,60,64,124
199999,Winston-Salem State University,,4201,"Psychology, General.",Bachelor's Degree,53,65,118
199999,Winston-Salem State University,,2601,"Biology, General.",Bachelor's Degree,68,43,111
199999,Winston-Salem State University,,5110,Clinical/Medical Laboratory Science/Research and Allied Professions.,Bachelor's Degree,53,54,107
199999,Winston-Salem State University,,5123,Rehabilitation and Therapeutic Professions.,Bachelor's Degree,50,42,92
199999,Winston-Salem State University,,2401,"Liberal Arts and Sciences, General Studies and Humanities.",Bachelor's Degree,37,53,90
199999,Winston-Salem State University,,4301,Criminal Justice and Corrections.,Bachelor's Degree,44,36,80
199999,Winston-Salem State University,,4407,Social Work.,Bachelor's Degree,30,47,77
